CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC,Erythrocyte_progenitors,Adipocytes,Cortical_neurons,Hepatocytes,Lung_cells,Pancreatic_beta_cells,Pancreatic_acinar_cells,Pancreatic_duct_cells,Vascular_endothelial_cells,Colon_epithelial_cells,Left_atrium,Bladder,Breast,Head_and_neck_larynx,Kidney,Prostate,Thyroid,Upper_GI,Uterus_cervix
chr4:8646438,0.9656,0.9592,0.9507,0.9618,0.9548,0.9582,0.966,0.9565,0.9345,0.8452,0.9507,0.864775,0.6194,0.8826,0.9345,0.9469,0.9676,0.8996,0.9682,0.9606,0.5232,0.9178,0.932,0.9754,0.922
chr17:7321975,0.9639,0.9522,0.9629,0.9597,0.9614,0.955,0.9803,0.9576,0.9577,0.9599,0.9608,0.954275,0.9585,0.9717,0.951,0.9644,0.9752,0.9753,0.9756,0.9795,0.7804,0.9759,0.9740000000000001,0.9719,0.9675
chr18:37336775,0.9824,0.9856,0.9836,0.9802,0.9844,0.9776,0.9915,0.9888,0.8699,0.9684,0.9890000000000001,0.8078,0.9731,0.9862,0.9876,0.9871,0.99,0.9848,0.9889,0.988,0.8234,0.9824,0.9890000000000001,0.9906,0.9721
chr18:37336750,0.858,0.85,0.8358,0.838,0.8366,0.8522,0.8885,0.76,0.7149,0.7414,0.8034,0.654525,0.7092,0.8277,0.8153,0.7664,0.8477,0.863,0.8569,0.8585,0.6216,0.8549,0.858,0.799,0.8497
chr16:85710257,0.9852,0.9811,0.9799,0.982,0.9819,0.983,0.9856,0.9809,0.98,0.9642,0.9795,0.586,0.89,0.7106,0.9608,0.8969,0.9624,0.9855,0.9816,0.9828,0.6357,0.9862,0.9798,0.9526,0.9534
chr16:2090430,0.9697,0.9767,0.9721,0.9708,0.9718,0.965,0.9823,0.9840000000000001,0.6605,0.7423,0.9475,0.895075,0.6811,0.8688,0.9649,0.4135,0.8822,0.9827,0.9729,0.8944,0.6314,0.9271,0.9735,0.6282,0.9021
chr16:2090403,0.9784,0.9779,0.9793,0.9791,0.978,0.9785,0.9905,0.9873,0.7364,0.9528,0.9811,0.976125,0.9263,0.9776,0.98,0.6754,0.9672,0.9866,0.9876,0.9008,0.638,0.9751,0.9866,0.7809,0.9792
chr16:2090437,0.887,0.8766,0.8782,0.8817,0.8836,0.8738,0.9163,0.8982,0.618,0.6609999999999999,0.8567,0.805275,0.6431,0.7891,0.8804,0.4271,0.8732,0.8964,0.8905,0.8354,0.6076,0.8535,0.8736,0.5702,0.8356
chr6:160259130,0.9361,0.9334,0.9327,0.9282,0.9434,0.9254,0.9583,0.9126,0.7115,0.9441,0.9442,0.909975,0.8407,0.943,0.9055,0.9599,0.8319,0.9109999999999999,0.938,0.9469,0.4718,0.9607,0.9216,0.9229,0.9136
chr6:160259083,0.841,0.8336,0.8114,0.8234,0.8271,0.8204,0.8597,0.7542,0.6488,0.8802,0.8443,0.764,0.6835,0.8805,0.7929,0.8509,0.7076,0.7387,0.7793,0.7989,0.4488,0.7879,0.7612,0.7092,0.7998
chr8:10596644,0.9282,0.9407,0.9193,0.9194,0.9179,0.9304,0.9713,0.8252,0.9367,0.9526,0.8892,0.852375,0.8055,0.8877,0.8486,0.9155,0.9528,0.9199,0.9596,0.9706,0.5098,0.9423,0.929,0.9272,0.8212
chr8:10596619,0.963,0.9647,0.9542,0.9482,0.9575,0.9553,0.9839,0.8455,0.9349,0.9618,0.9478,0.886775,0.9046,0.9311,0.9026,0.956,0.9416,0.9246,0.9735,0.9811,0.6088,0.9553,0.9508,0.9328,0.8345
chr8:10596590,0.7965,0.7462,0.7373,0.7734,0.7142,0.8053,0.8767,0.6181,0.85,0.7555,0.6254,0.5147,0.3886,0.5981,0.7127,0.7373,0.763,0.7367,0.8348,0.8288,0.5207,0.7828,0.7488,0.6397,0.644
chr16:12098573,0.9816,0.9732,0.8555,0.9802,0.9489,0.9809,0.9913,0.9831,0.9823,0.9852,0.9825,0.974125,0.9748,0.983,0.9847,0.986,0.9872,0.9873,0.9859,0.8953,0.8193,0.9671,0.9831,0.9747,0.9739
chr14:104422779,0.9668,0.9686,0.9672,0.9570000000000001,0.9657,0.9676,0.9696,0.8789,0.6243,0.9428,0.9703,0.9698,0.9248,0.9714,0.9108,0.8233,0.9766,0.831,0.958,0.9663,0.36,0.2851,0.9713,0.9844,0.775
chr1:16015660,0.9739,0.973,0.9736,0.9731,0.9748,0.9706,0.981,0.9787,0.8781,0.9763,0.9756,0.978575,0.982,0.9832,0.9667,0.9745,0.8002,0.9694,0.9843,0.9479,0.7592,0.9677,0.9841,0.9193,0.9789
chr1:16015628,0.9239,0.924,0.9174,0.9182,0.9164,0.9214,0.9557,0.9222,0.8608,0.871,0.9243,0.91405,0.9143,0.9157,0.909,0.9165,0.8440000000000001,0.9076,0.9379,0.9053,0.8006,0.9193,0.9236,0.8821,0.9289
chr12:111310542,0.9808,0.982,0.9759,0.9766,0.9792,0.9781,0.9912,0.9537,0.8718,0.973,0.8889,0.8617,0.9314,0.929,0.9359,0.9685,0.9740000000000001,0.8182,0.9248,0.9590000000000001,0.5957,0.9176,0.9776,0.9336,0.7473
chr12:111310495,0.8273,0.8304,0.8177,0.8077,0.8370000000000001,0.8085,0.8381,0.6309,0.5672,0.7926,0.5404,0.523375,0.5746,0.5635,0.626,0.6595,0.6367,0.5365,0.565,0.6434,0.3753,0.5376,0.6446,0.6088,0.4781
chr16:49732874,0.9747,0.9719,0.9740000000000001,0.9731,0.9735,0.9737,0.9670000000000001,0.9787,0.9369,0.9498,0.9596,0.96965,0.968,0.958,0.9556,0.9593,0.9774,0.8341,0.9777,0.9753,0.9490000000000001,0.363,0.9746,0.9795,0.8657
chr4:12609731,0.9663,0.9639,0.9658,0.9612,0.9677,0.9552,0.9655,0.9752,0.9406,0.8794,0.9669,0.96705,0.9538,0.9629,0.956,0.9474,0.9812,0.8992,0.9742,0.9797,0.9788,0.513,0.9802,0.981,0.9764
chr2:241678520,0.9707,0.9690000000000001,0.9717,0.9677,0.9728,0.9721,0.9543,0.9681,0.94,0.9672,0.9690000000000001,0.9685,0.9754,0.9748,0.9601,0.9689,0.972,0.9722,0.6792,0.9358,0.9623,0.4962,0.966,0.9718,0.9519
chr2:241678531,0.9248,0.9258,0.9222,0.9209999999999999,0.9203,0.9186,0.9374,0.9146,0.8879,0.9199,0.9336,0.8966,0.9188,0.9139,0.8932,0.9286,0.9384,0.9318,0.7445,0.8974,0.9273,0.5851,0.9331,0.9173,0.9321
chr5:178426480,0.9718,0.9724,0.9737,0.9728,0.9722,0.9687,0.9743,0.9707,0.6698,0.9162,0.9635,0.973475,0.9395,0.9737,0.9604,0.9679,0.9742,0.9805,0.8583,0.9775,0.9816,0.4881,0.9767,0.9779,0.9764
chr11:69654223,0.9828,0.9836,0.9844,0.9748,0.9835,0.9812,0.9894,0.9888,0.9583,0.8423,0.9677,0.965375,0.9554,0.9779,0.8269,0.9846,0.9873,0.9129999999999999,0.8603,0.8626,0.9259,0.5135,0.9890000000000001,0.9771,0.9824
chr16:1348225,0.9789,0.9793,0.9769,0.9778,0.9788,0.9786,0.9897,0.9759,0.9807,0.9861,0.9779,0.967475,0.9782,0.982,0.9728,0.9847,0.9866,0.9007,0.9843,0.8687,0.9853,0.7231,0.9842,0.9797,0.9788
chr16:1347980,0.9788,0.976,0.9755,0.9779,0.9761,0.9782,0.9735,0.9381,0.9566,0.978,0.9769,0.963375,0.9658,0.9716,0.9336,0.9829,0.9644,0.9034,0.9708,0.7657,0.9793,0.5923,0.9758,0.9718,0.9612
chr16:1348003,0.8724,0.8774,0.8494,0.8652,0.8642,0.8526,0.9122,0.7909999999999999,0.7728,0.8859,0.8598,0.8123,0.8321,0.8881,0.7759,0.8947,0.8079999999999999,0.7861,0.8711,0.7167,0.8703,0.5781,0.8705,0.8424,0.8408
chr1:219958973,0.9754,0.9744,0.9722,0.9738,0.9745,0.9717,0.9702,0.9743,0.9678,0.9732,0.9757,0.978125,0.9572,0.9708,0.9575,0.0187,0.9817,0.6593,0.9527,0.9745,0.9708,0.2224,0.9695,0.9658,0.9523
chr10:131969798,0.9723,0.97,0.9662,0.9666,0.9705,0.9647,0.9835,0.9861,0.8034,0.9472,0.8778,0.980025,0.978,0.9699,0.9540000000000001,0.9752,0.9879,0.9511,0.8136,0.9496,0.9886,0.5529999999999999,0.9263,0.9881,0.9859
chr8:8891282,0.983,0.9846,0.9553,0.9826,0.9752,0.9816,0.9916,0.9872,0.9172,0.9867,0.9563,0.9827,0.9834,0.9886,0.9802,0.7723,0.992,0.9911,0.9907,0.986,0.6041,0.5524,0.99,0.9662,0.9234
chr13:112272876,0.9717,0.9782,0.973,0.9733,0.9742,0.9726,0.9889,0.9795,0.9715,0.9644,0.9526,0.917875,0.8963,0.9652,0.9434,0.9683,0.9864,0.7297,0.7482,0.8451,0.9717,0.474,0.9845,0.985,0.9807
chr7:157791389,0.9711,0.9672,0.9667,0.9682,0.9663,0.9683,0.9786,0.9765,0.9665,0.9121,0.972,0.984225,0.9748,0.965,0.9478,0.9371,0.988,0.9462,0.91,0.9437,0.9854,0.6745,0.9852,0.9861,0.9769
chr11:69654345,0.9761,0.9802,0.9802,0.9749,0.9839,0.9764,0.9863,0.9854,0.9729,0.8531,0.9351,0.98035,0.9774,0.9811,0.8533,0.9806,0.9883,0.7921,0.862,0.7937,0.9205,0.5043,0.9867,0.9779,0.9851
chr10:112831974,0.9442,0.9528,0.9458,0.9503,0.9524,0.9446,0.9185,0.9483,0.9339,0.9286,0.9455,0.939225,0.9516,0.9306,0.9192,0.9423,0.9448,0.9104,0.9501,0.9601,0.9470000000000001,0.4655,0.9454,0.9507,0.9234
chr10:112831948,0.912,0.9103,0.9068,0.9114,0.9109999999999999,0.9069,0.8963,0.9129999999999999,0.9059999999999999,0.8955,0.8852,0.89695,0.895,0.9366,0.8842,0.9193,0.9224,0.8928,0.9214,0.9326,0.9048,0.6726,0.9246,0.9111,0.9076
chr8:141220905,0.982,0.9803,0.9795,0.9788,0.9834,0.9775,0.9887,0.9189,0.9055,0.9656,0.9740000000000001,0.98405,0.9872,0.9865,0.9490000000000001,0.9881,0.8536,0.8958,0.8157,0.6246,0.8379,0.4643,0.9687,0.9813,0.9396
chr11:121152918,0.9685,0.9646,0.9665,0.9693,0.9706,0.9624,0.985,0.9775,0.9603,0.884,0.9672,0.9611,0.9675,0.9687,0.9416,0.9702,0.9783,0.8167,0.9405,0.8902,0.9837,0.6307,0.973,0.9769,0.9785
chr2:239052858,0.958,0.9601,0.96,0.9613,0.9609,0.9594,0.9568,0.9658,0.9546,0.9619,0.9525,0.9606,0.9623,0.9593,0.9664,0.9511,0.9697,0.9639,0.9388,0.9659,0.9606,0.6763,0.9609,0.9573,0.9576
chr17:746968,0.9759,0.9766,0.9779,0.9734,0.9786,0.7028,0.9887,0.9855,0.7179,0.9821,0.932,0.98545,0.9755,0.9869,0.9538,0.9736,0.9875,0.9587,0.9693,0.8836,0.9879,0.6054,0.987,0.9846,0.9849
chr10:131983019,0.9041,0.9501,0.9489,0.9246,0.9577,0.9324,0.9544,0.96,0.9279999999999999,0.9749,0.8182,0.95115,0.9635,0.9527,0.9549,0.9639,0.9651,0.8672,0.6953,0.5504,0.7663,0.5137,0.9178,0.9566,0.912
chr10:131983055,0.9179999999999999,0.9728,0.9709,0.9585,0.9803,0.9701,0.9874,0.9868,0.9551,0.9905,0.8279,0.9797,0.9858,0.9812,0.9678,0.9851,0.9901,0.9793,0.821,0.6126,0.865,0.5505,0.9808,0.9890000000000001,0.9804
chr17:82061650,0.9694,0.9664,0.9602,0.9691,0.9679,0.95,0.9845,0.9368,0.9115,0.8395,0.9452,0.94,0.9605,0.9726,0.8902,0.9384,0.9692,0.9788,0.9387,0.8927,0.9815,0.5843,0.9741,0.9456,0.9474
chr17:82061690,0.7384,0.7532,0.7526,0.7879999999999999,0.7657,0.6544,0.8134,0.5315,0.603,0.716,0.7236,0.6574,0.7256,0.7625,0.5372,0.6977,0.6736,0.708,0.5711,0.4783,0.6864,0.3872,0.7166,0.6023,0.6039
chr17:82100959,0.9714,0.97,0.9662,0.9695,0.9725,0.9666,0.9862,0.9789,0.8558,0.4648,0.97,0.9663,0.9745,0.9785,0.958,0.978,0.9833,0.9833,0.7233,0.8319,0.8668,0.4377,0.9801,0.9804,0.9789
chr17:82101007,0.8338,0.8335,0.8359,0.8358,0.8472,0.8337,0.8742,0.8458,0.662,0.6067,0.7918,0.734525,0.7787,0.7962,0.7917,0.8022,0.8666,0.8553,0.6093,0.6731,0.6729999999999999,0.5023,0.8507,0.8305,0.8514
chr16:955503,0.972,0.9674,0.9652,0.9634,0.9677,0.9704,0.982,0.9752,0.9644,0.9701,0.9676,0.972925,0.963,0.9764,0.9647,0.935,0.9826,0.9811,0.9424,0.9766,0.983,0.7658,0.9804,0.9778,0.9694
chr11:70436639,0.907,0.8977,0.9228,0.925,0.917,0.9236,0.7423,0.8951,0.8566,0.8178,0.8523,0.8851,0.8818,0.8036,0.807,0.8404,0.8702,0.8655,0.7642,0.7409,0.8242,0.2372,0.8429,0.8731,0.8103
chr11:70436668,0.9408,0.8731,0.9441,0.9358,0.9435,0.9435,0.9498,0.9625,0.9032,0.943,0.9372,0.943875,0.9451,0.9318,0.7506,0.9374,0.9364,0.9598,0.7545,0.8420000000000001,0.8476,0.3404,0.9497,0.9444,0.9206
chr13:111283161,0.975,0.9744,0.972,0.9744,0.9746,0.9719,0.9819,0.9763,0.5782,0.9695,0.6352,0.975475,0.9115,0.9749,0.9688,0.9638,0.8089,0.4791,0.9737,0.9328,0.9703,0.3127,0.9788,0.9664,0.9389
chr13:111283174,0.9718,0.9670000000000001,0.966,0.9678,0.9668,0.9647,0.946,0.9714,0.5975,0.9669,0.6205,0.966725,0.9104,0.9683,0.9524,0.9602,0.74,0.4053,0.9576,0.9185,0.9549,0.2489,0.9684,0.9568,0.9227
chr16:1347790,0.9799,0.9805,0.9777,0.9797,0.9793,0.9759,0.9893,0.951,0.9767,0.9848,0.9025,0.960975,0.9749,0.9788,0.9448,0.9816,0.9843,0.6033,0.9715,0.609,0.9833,0.5574,0.9818,0.973,0.9671
chr4:1296780,0.9705,0.9718,0.9705,0.9696,0.972,0.9723,0.9728,0.9753,0.9732,0.9745,0.9719,0.974125,0.973,0.9717,0.9616,0.9742,0.9708,0.8808,0.8199,0.6851,0.9772,0.6432,0.9787,0.9748,0.9747
chr13:111283161,0.975,0.9744,0.972,0.9744,0.9746,0.9719,0.9819,0.9763,0.5782,0.9695,0.6352,0.975475,0.9115,0.9749,0.9688,0.9638,0.8089,0.4791,0.9737,0.9328,0.9703,0.3127,0.9788,0.9664,0.9389
chr13:111283174,0.9718,0.9670000000000001,0.966,0.9678,0.9668,0.9647,0.946,0.9714,0.5975,0.9669,0.6205,0.966725,0.9104,0.9683,0.9524,0.9602,0.74,0.4053,0.9576,0.9185,0.9549,0.2489,0.9684,0.9568,0.9227
chr1:3360961,0.9545,0.9489,0.9466,0.9541,0.9476,0.9522,0.9715,0.9465,0.7018,0.8167,0.9434,0.924575,0.9301,0.9504,0.9453,0.9562,0.9276,0.7826,0.887,0.8728,0.8555,0.5043,0.3395,0.9462,0.9152
chr1:3360993,0.9836,0.9803,0.9792,0.9827,0.9813,0.985,0.9899,0.9844,0.8036,0.8781,0.9846,0.98135,0.9723,0.9891,0.9752,0.9854,0.9824,0.8701,0.9616,0.9329,0.9471,0.5475,0.3938,0.9871,0.9728
chr14:104422779,0.9668,0.9686,0.9672,0.9570000000000001,0.9657,0.9676,0.9696,0.8789,0.6243,0.9428,0.9703,0.9698,0.9248,0.9714,0.9108,0.8233,0.9766,0.831,0.958,0.9663,0.36,0.2851,0.9713,0.9844,0.775
chr2:10526459,0.9768,0.9751,0.9726,0.9709,0.9711,0.9761,0.9901,0.9859,0.9772,0.9796,0.9605,0.9796,0.9779,0.9839,0.9696,0.9797,0.9878,0.5716,0.7507,0.7961,0.982,0.6057,0.9852,0.9881,0.9797
chr16:79229576,0.9699,0.9697,0.9676,0.9668,0.9672,0.9593,0.9757,0.7131,0.9639,0.9656,0.9704,0.97735,0.9691,0.9690000000000001,0.7313,0.9408,0.9789,0.6374,0.9548,0.9784,0.4673,0.3016,0.9798,0.9809,0.6842
chr1:10698180,0.9615,0.9568,0.9563,0.9596,0.9618,0.9613,0.9612,0.965,0.9543,0.9669,0.9590000000000001,0.95815,0.9524,0.9768,0.9469,0.9646,0.973,0.9732,0.9608,0.9559,0.9620000000000001,0.7348,0.9676,0.9644,0.9614
chr8:141357695,0.9603,0.9655,0.9533,0.951,0.9608,0.9411,0.9724,0.9689,0.813,0.9359999999999999,0.8902,0.9570000000000001,0.9092,0.9689,0.9472,0.938,0.9781,0.9311,0.6804,0.8986,0.9803,0.55,0.9728,0.9716,0.9594
chr13:111948101,0.9308,0.9404,0.9497,0.8957,0.9359,0.9281,0.9334,0.8053,0.9520000000000001,0.8778,0.9398,0.941325,0.9413,0.9527,0.7134,0.9274,0.945,0.7707,0.6876,0.9619,0.8576,0.3262,0.951,0.9593,0.9066
chr1:9606844,0.9697,0.9704,0.9679,0.9678,0.9681,0.9686,0.9802,0.9341,0.603,0.9611,0.9605,0.961325,0.9091,0.9725,0.948,0.9676,0.7705,0.9798,0.5681,0.8991,0.9728,0.4739,0.9755,0.9694,0.963
chr12:131008713,0.9492,0.9496,0.9401,0.9327,0.9487,0.9420000000000001,0.9632,0.9359999999999999,0.9164,0.9553,0.8493,0.94565,0.9422,0.9026,0.9318,0.9427,0.9470000000000001,0.7439,0.8772,0.8611,0.9539,0.4766,0.9516,0.8615,0.9565
chr1:3361059,0.9704,0.9723,0.9632,0.9674,0.9705,0.9613,0.9818,0.9587,0.8148,0.7531,0.9723,0.966,0.9751,0.977,0.9420000000000001,0.9757,0.9667,0.759,0.914,0.8949,0.9233,0.4027,0.3093,0.9845,0.9492
chr11:70176926,0.9785,0.9767,0.9742,0.9749,0.9755,0.9738,0.9875,0.973,0.9758,0.9766,0.9747,0.971875,0.9637,0.9681,0.9506,0.9739,0.9854,0.7682,0.7924,0.6136,0.9846,0.6317,0.9834,0.9834,0.9739
chr11:70176954,0.9688,0.9698,0.9656,0.9679,0.9690000000000001,0.9654,0.9767,0.9549,0.9744,0.9615,0.9665,0.936475,0.9052,0.9612,0.9411,0.971,0.9706,0.6322,0.6393,0.5705,0.9736,0.6009,0.9701,0.968,0.9520000000000001
chr11:526362,0.9773,0.9776,0.9752,0.9767,0.9749,0.9769,0.9877,0.9765,0.9304,0.9728,0.9264,0.969025,0.9656,0.9801,0.925,0.8506,0.9657,0.6687,0.7915,0.8735,0.7749,0.5156,0.9697,0.9403,0.8956
chr3:197394539,0.9772,0.9364,0.9646,0.9782,0.9569,0.9809,0.9858,0.9831,0.9022,0.9794,0.8579,0.983875,0.9826,0.9833,0.9465,0.9844,0.9837,0.7106,0.7981,0.528,0.9845,0.5377,0.9841,0.9753,0.9508
chr3:197394548,0.9323,0.8637,0.8308,0.9298,0.7802,0.9253,0.9635,0.8819,0.8064,0.8435,0.7755,0.892425,0.8996,0.9065,0.8046,0.8985,0.8602,0.552,0.6579999999999999,0.4693,0.9263,0.4244,0.9043,0.8642,0.7753
chr1:236761092,0.9701,0.9737,0.9662,0.9676,0.9682,0.9712,0.9675,0.9679,0.9740000000000001,0.9422,0.9694,0.96585,0.9167,0.9668,0.9672,0.975,0.9059,0.846,0.7027,0.9790000000000001,0.7942,0.6198,0.9786,0.9744,0.9422
chr13:113533675,0.9754,0.9732,0.9692,0.9718,0.9746,0.9752,0.9681,0.9569,0.9595,0.9593,0.9454,0.96755,0.9597,0.8832,0.8719,0.9666,0.7148,0.4644,0.8922,0.8414,0.8457,0.4099,0.897,0.9007,0.9145
chr13:113533658,0.9103,0.9044,0.902,0.8984,0.9019,0.902,0.8203,0.8884,0.8215,0.9314,0.8799,0.860275,0.879,0.8434,0.8014,0.8986,0.7555,0.5312,0.8548,0.8017,0.8022,0.4818,0.8422,0.8254,0.8521
chr11:1462661,0.9842,0.9828,0.9835,0.9819,0.9840000000000001,0.9798,0.9821,0.9565,0.8795,0.9831,0.9807,0.97865,0.9788,0.9882,0.9644,0.9842,0.9828,0.98,0.9869,0.8862,0.9856,0.8303,0.9842,0.9841,0.9801
chr17:83063543,0.9801,0.977,0.9744,0.978,0.9801,0.977,0.991,0.9495,0.7225,0.9468,0.9711,0.9667,0.9705,0.9748,0.9634,0.9335,0.9804,0.6154,0.6882,0.6005,0.9846,0.4869,0.9845,0.9713,0.8995
chr10:5525515,0.9676,0.9684,0.9649,0.9673,0.968,0.9661,0.9829,0.9818,0.9742,0.9643,0.9674,0.9727,0.9718,0.9668,0.9558,0.9713,0.988,0.9296,0.6321,0.4237,0.9329,0.5813,0.9824,0.9751,0.9644
chr16:88184224,0.9787,0.9746,0.9740000000000001,0.9746,0.9765,0.9791,0.985,0.9059999999999999,0.8121,0.9586,0.972,0.957875,0.9279999999999999,0.9695,0.6815,0.9583,0.9592,0.9337,0.6038,0.6821,0.9295,0.5006,0.9714,0.9739,0.9512
chr12:113725008,0.9772,0.9767,0.9745,0.9741,0.9794,0.9715,0.9725,0.9606,0.5561,0.9572,0.9724,0.48275,0.8763,0.9306,0.9234,0.8141,0.9674,0.7649,0.9488,0.9744,0.3893,0.2843,0.9773,0.9632,0.8356
chr13:111283724,0.9629,0.9614,0.9538,0.958,0.9645,0.9590000000000001,0.9801,0.909,0.7577,0.9667,0.8203,0.774125,0.9414,0.9413,0.9116,0.9573,0.9112,0.9466,0.9540000000000001,0.9407,0.9621,0.5507,0.9539,0.9312,0.8604
chr13:111283712,0.885,0.8739,0.8718,0.8679,0.8808,0.8761,0.8925,0.8055,0.7491,0.8699,0.7696,0.7679,0.8494,0.8712,0.8256,0.8469,0.8579,0.8539,0.8696,0.8253,0.8512,0.5628,0.845,0.8272,0.7935
chr13:111283697,0.9239,0.9222,0.9182,0.9158,0.9252,0.9246,0.9099,0.8681,0.8179,0.8998,0.8707,0.864225,0.8849,0.8972,0.899,0.9132,0.9216,0.8975,0.9112,0.8885,0.8959999999999999,0.6717,0.8986,0.8705,0.8819
chr1:180942441,0.9690000000000001,0.9666,0.9664,0.9658,0.9683,0.9648,0.9645,0.948,0.9385,0.9031,0.9477,0.95045,0.9292,0.9639,0.9620000000000001,0.9409,0.9552,0.9547,0.9402,0.9587,0.9503,0.7120000000000001,0.9564,0.9068,0.9589
chr1:1007071,0.9642,0.9548,0.9518,0.9609,0.9564,0.9547,0.9786,0.8581,0.8121,0.9352,0.8577,0.873075,0.9292,0.956,0.915,0.6463,0.9606,0.618,0.7948,0.4831,0.8436,0.4356,0.9604,0.9557,0.9082
chr1:1007091,0.9699,0.9699,0.965,0.9622,0.9707,0.9608,0.9874,0.9563,0.8318,0.9243,0.8588,0.93765,0.9719,0.9749,0.9470000000000001,0.7072,0.9782,0.6788,0.8577,0.5012,0.8905,0.4419,0.9798,0.9766,0.9557
chr1:1007109,0.8304,0.7879999999999999,0.8095,0.8372,0.8124,0.8283,0.8678,0.6762,0.6316,0.8687,0.6576,0.624875,0.6577,0.747,0.7108,0.4457,0.804,0.4928,0.5559,0.4203,0.6835,0.3706,0.807,0.7672,0.7038
chr1:1007118,0.9069,0.8740000000000001,0.8924,0.9072,0.895,0.9084,0.9394,0.8521,0.7127,0.9132,0.7564,0.811675,0.8351,0.8903,0.8332,0.5889,0.9188,0.6182,0.8306,0.4614,0.8047,0.4288,0.9239,0.8926,0.8696
chr7:101960055,0.9357,0.9567,0.9558,0.9553,0.9601,0.9318,0.9179999999999999,0.9685,0.9363,0.9438,0.9423,0.96185,0.9604,0.9482,0.9365,0.9472,0.9526,0.9642,0.9575,0.7733,0.9558,0.6658,0.9582,0.9611,0.9491
chr7:101960018,0.4981,0.8986,0.8892,0.8883,0.9118,0.5366,0.9371,0.8931,0.8112,0.8732,0.8046,0.89265,0.8994,0.9113,0.8631,0.9182,0.9042,0.8802,0.9055,0.6434,0.8978,0.5677,0.8211,0.8888,0.8752
chr16:81530709,0.973,0.9717,0.9707,0.9695,0.9741,0.9642,0.9686,0.9658,0.753,0.9691,0.8484,0.9601,0.9712,0.9638,0.9634,0.9662,0.9706,0.5872,0.7633,0.5074,0.9595,0.4735,0.9777,0.9774,0.9399
chr10:132746605,0.9718,0.9549,0.9634,0.9602,0.9554,0.9718,0.9771,0.9653,0.9091,0.9722,0.9492,0.948725,0.9049,0.9566,0.9049,0.9699,0.9392,0.9228,0.9744,0.9204,0.8966,0.456,0.1673,0.8722,0.8013
chr1:55063485,0.9762,0.9715,0.9739,0.9748,0.9758,0.97,0.9827,0.9682,0.6765,0.9811,0.9819,0.69685,0.9686,0.9758,0.965,0.9801,0.9719,0.9855,0.973,0.9754,0.9779,0.7231,0.9840000000000001,0.9823,0.9751
chr11:129932174,0.9647,0.9620000000000001,0.9636,0.9646,0.966,0.9611,0.9799,0.9799,0.9758,0.9535,0.9714,0.973,0.9639,0.9707,0.9592,0.9724,0.9806,0.9856,0.8856,0.9067,0.9838,0.8012,0.9823,0.9806,0.9782
chr22:46658251,0.9688,0.9635,0.9569,0.9612,0.9661,0.9574,0.9851,0.9847,0.937,0.9406,0.9495,0.969125,0.9643,0.9631,0.941,0.9571,0.98,0.991,0.7917,0.7026,0.9913,0.7115,0.9891,0.9888,0.9847
chr17:9162839,0.9584,0.9589,0.9666,0.9593,0.9671,0.9442,0.9813,0.9591,0.9665,0.9673,0.9041,0.9637,0.9358,0.9590000000000001,0.934,0.94,0.9688,0.9665,0.9685,0.6716,0.9674,0.6576,0.9539,0.8388,0.9565
chr19:2774199,0.9744,0.9470000000000001,0.9712,0.9711,0.9728,0.9725,0.9827,0.9808,0.927,0.9723,0.9574,0.958325,0.9732,0.9763,0.9629,0.9756,0.7152,0.9834,0.9576,0.7231,0.9838,0.7126,0.9829,0.9814,0.9792
chr5:149995519,0.9645,0.9596,0.9526,0.9526,0.9545,0.9505,0.9331,0.8752,0.3698,0.9072,0.9307,0.914375,0.9287,0.9375,0.6624,0.9553,0.7185,0.9225,0.5344,0.76,0.9292,0.2669,0.9385,0.943,0.9274
chr6:127459918,0.9316,0.9132,0.9184,0.9068,0.9256,0.9152,0.8435,0.8862,0.8824,0.8862,0.9059,0.883475,0.8607,0.8592,0.8486,0.9082,0.8623,0.8311,0.9253,0.9431,0.9206,0.4136,0.9316,0.8590000000000001,0.8981
chr9:136804585,0.9863,0.9864,0.9878,0.9849,0.988,0.9844,0.9926,0.9814,0.769,0.9887,0.7112,0.96135,0.9311,0.9316,0.9113,0.9822,0.9616,0.7408,0.7376,0.7551,0.9891,0.5759,0.9343,0.9733,0.9792
chr13:112843814,0.9705,0.9723,0.973,0.9721,0.9733,0.9711,0.9885,0.8364,0.976,0.9783,0.9685,0.959533333333333,0.9707,0.9679,0.5138,0.9735,0.8053,0.8186,0.9625,0.9233,0.2616,0.3695,0.9739,0.9366,0.5419
chr11:64138612,0.9249,0.9348,0.9322,0.9325,0.9355,0.9123,0.9616,0.8787,0.6252,0.9151,0.8718,0.91255,0.8801,0.8999,0.8468,0.7095,0.9048,0.9470000000000001,0.858,0.7194,0.7288,0.5488,0.7779,0.9268,0.8667
chr11:64138632,0.9763,0.9746,0.9728,0.9728,0.976,0.9743,0.9871,0.9851,0.6266,0.9805,0.9695,0.970225,0.9788,0.9837,0.9746,0.9719,0.9868,0.9843,0.866,0.8392,0.6795,0.6243,0.7898,0.9871,0.9034
